name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.990591120686
Fp2	EOG	microvolts	499.990591120686
F7	EEG	microvolts	499.990591120686
F3	EEG	microvolts	499.990591120686
Fz	EEG	microvolts	499.990591120686
F4	EEG	microvolts	499.990591120686
F8	EEG	microvolts	499.990591120686
FC5	EEG	microvolts	499.990591120686
FC1	EEG	microvolts	499.990591120686
FC2	EEG	microvolts	499.990591120686
FC6	EEG	microvolts	499.990591120686
T7	EEG	microvolts	499.990591120686
C3	EEG	microvolts	499.990591120686
Cz	EEG	microvolts	499.990591120686
C4	EEG	microvolts	499.990591120686
T8	EEG	microvolts	499.990591120686
TP9	EEG	microvolts	499.990591120686
CP5	EEG	microvolts	499.990591120686
CP1	EEG	microvolts	499.990591120686
CP2	EEG	microvolts	499.990591120686
CP6	EEG	microvolts	499.990591120686
TP10	EEG	microvolts	499.990591120686
P7	EEG	microvolts	499.990591120686
P3	EEG	microvolts	499.990591120686
Pz	EEG	microvolts	499.990591120686
P4	EEG	microvolts	499.990591120686
P8	EEG	microvolts	499.990591120686
PO9	EEG	microvolts	499.990591120686
O1	EEG	microvolts	499.990591120686
Oz	EEG	microvolts	499.990591120686
O2	EEG	microvolts	499.990591120686
PO10	EEG	microvolts	499.990591120686
AF7	EEG	microvolts	499.990591120686
AF3	EEG	microvolts	499.990591120686
AF4	EEG	microvolts	499.990591120686
AF8	EEG	microvolts	499.990591120686
F5	EEG	microvolts	499.990591120686
F1	EEG	microvolts	499.990591120686
F2	EEG	microvolts	499.990591120686
F6	EEG	microvolts	499.990591120686
FT9	EEG	microvolts	499.990591120686
FT7	EEG	microvolts	499.990591120686
FC3	EEG	microvolts	499.990591120686
FC4	EEG	microvolts	499.990591120686
FT8	EEG	microvolts	499.990591120686
FT10	EEG	microvolts	499.990591120686
C5	EEG	microvolts	499.990591120686
C1	EEG	microvolts	499.990591120686
C2	EEG	microvolts	499.990591120686
C6	EEG	microvolts	499.990591120686
TP7	EEG	microvolts	499.990591120686
CP3	EEG	microvolts	499.990591120686
CPz	EEG	microvolts	499.990591120686
CP4	EEG	microvolts	499.990591120686
TP8	EEG	microvolts	499.990591120686
P5	EEG	microvolts	499.990591120686
P1	EEG	microvolts	499.990591120686
P2	EEG	microvolts	499.990591120686
P6	EEG	microvolts	499.990591120686
PO7	EEG	microvolts	499.990591120686
PO3	EEG	microvolts	499.990591120686
POz	EEG	microvolts	499.990591120686
PO4	EEG	microvolts	499.990591120686
PO8	EEG	microvolts	499.990591120686
