name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.992490640816
Fp2	EOG	microvolts	499.992490640816
F7	EEG	microvolts	499.992490640816
F3	EEG	microvolts	499.992490640816
Fz	EEG	microvolts	499.992490640816
F4	EEG	microvolts	499.992490640816
F8	EEG	microvolts	499.992490640816
FC5	EEG	microvolts	499.992490640816
FC1	EEG	microvolts	499.992490640816
FC2	EEG	microvolts	499.992490640816
FC6	EEG	microvolts	499.992490640816
T7	EEG	microvolts	499.992490640816
C3	EEG	microvolts	499.992490640816
Cz	EEG	microvolts	499.992490640816
C4	EEG	microvolts	499.992490640816
T8	EEG	microvolts	499.992490640816
TP9	EEG	microvolts	499.992490640816
CP5	EEG	microvolts	499.992490640816
CP1	EEG	microvolts	499.992490640816
CP2	EEG	microvolts	499.992490640816
CP6	EEG	microvolts	499.992490640816
TP10	EEG	microvolts	499.992490640816
P7	EEG	microvolts	499.992490640816
P3	EEG	microvolts	499.992490640816
Pz	EEG	microvolts	499.992490640816
P4	EEG	microvolts	499.992490640816
P8	EEG	microvolts	499.992490640816
PO9	EEG	microvolts	499.992490640816
O1	EEG	microvolts	499.992490640816
Oz	EEG	microvolts	499.992490640816
O2	EEG	microvolts	499.992490640816
PO10	EEG	microvolts	499.992490640816
AF7	EEG	microvolts	499.992490640816
AF3	EEG	microvolts	499.992490640816
AF4	EEG	microvolts	499.992490640816
AF8	EEG	microvolts	499.992490640816
F5	EEG	microvolts	499.992490640816
F1	EEG	microvolts	499.992490640816
F2	EEG	microvolts	499.992490640816
F6	EEG	microvolts	499.992490640816
FT9	EEG	microvolts	499.992490640816
FT7	EEG	microvolts	499.992490640816
FC3	EEG	microvolts	499.992490640816
FC4	EEG	microvolts	499.992490640816
FT8	EEG	microvolts	499.992490640816
FT10	EEG	microvolts	499.992490640816
C5	EEG	microvolts	499.992490640816
C1	EEG	microvolts	499.992490640816
C2	EEG	microvolts	499.992490640816
C6	EEG	microvolts	499.992490640816
TP7	EEG	microvolts	499.992490640816
CP3	EEG	microvolts	499.992490640816
CPz	EEG	microvolts	499.992490640816
CP4	EEG	microvolts	499.992490640816
TP8	EEG	microvolts	499.992490640816
P5	EEG	microvolts	499.992490640816
P1	EEG	microvolts	499.992490640816
P2	EEG	microvolts	499.992490640816
P6	EEG	microvolts	499.992490640816
PO7	EEG	microvolts	499.992490640816
PO3	EEG	microvolts	499.992490640816
POz	EEG	microvolts	499.992490640816
PO4	EEG	microvolts	499.992490640816
PO8	EEG	microvolts	499.992490640816
