name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.991134004019
Fp2	EOG	microvolts	499.991134004019
F7	EEG	microvolts	499.991134004019
F3	EEG	microvolts	499.991134004019
Fz	EEG	microvolts	499.991134004019
F4	EEG	microvolts	499.991134004019
F8	EEG	microvolts	499.991134004019
FC5	EEG	microvolts	499.991134004019
FC1	EEG	microvolts	499.991134004019
FC2	EEG	microvolts	499.991134004019
FC6	EEG	microvolts	499.991134004019
T7	EEG	microvolts	499.991134004019
C3	EEG	microvolts	499.991134004019
Cz	EEG	microvolts	499.991134004019
C4	EEG	microvolts	499.991134004019
T8	EEG	microvolts	499.991134004019
TP9	EEG	microvolts	499.991134004019
CP5	EEG	microvolts	499.991134004019
CP1	EEG	microvolts	499.991134004019
CP2	EEG	microvolts	499.991134004019
CP6	EEG	microvolts	499.991134004019
TP10	EEG	microvolts	499.991134004019
P7	EEG	microvolts	499.991134004019
P3	EEG	microvolts	499.991134004019
Pz	EEG	microvolts	499.991134004019
P4	EEG	microvolts	499.991134004019
P8	EEG	microvolts	499.991134004019
PO9	EEG	microvolts	499.991134004019
O1	EEG	microvolts	499.991134004019
Oz	EEG	microvolts	499.991134004019
O2	EEG	microvolts	499.991134004019
PO10	EEG	microvolts	499.991134004019
AF7	EEG	microvolts	499.991134004019
AF3	EEG	microvolts	499.991134004019
AF4	EEG	microvolts	499.991134004019
AF8	EEG	microvolts	499.991134004019
F5	EEG	microvolts	499.991134004019
F1	EEG	microvolts	499.991134004019
F2	EEG	microvolts	499.991134004019
F6	EEG	microvolts	499.991134004019
FT9	EEG	microvolts	499.991134004019
FT7	EEG	microvolts	499.991134004019
FC3	EEG	microvolts	499.991134004019
FC4	EEG	microvolts	499.991134004019
FT8	EEG	microvolts	499.991134004019
FT10	EEG	microvolts	499.991134004019
C5	EEG	microvolts	499.991134004019
C1	EEG	microvolts	499.991134004019
C2	EEG	microvolts	499.991134004019
C6	EEG	microvolts	499.991134004019
TP7	EEG	microvolts	499.991134004019
CP3	EEG	microvolts	499.991134004019
CPz	EEG	microvolts	499.991134004019
CP4	EEG	microvolts	499.991134004019
TP8	EEG	microvolts	499.991134004019
P5	EEG	microvolts	499.991134004019
P1	EEG	microvolts	499.991134004019
P2	EEG	microvolts	499.991134004019
P6	EEG	microvolts	499.991134004019
PO7	EEG	microvolts	499.991134004019
PO3	EEG	microvolts	499.991134004019
POz	EEG	microvolts	499.991134004019
PO4	EEG	microvolts	499.991134004019
PO8	EEG	microvolts	499.991134004019
