name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.994074099452
Fp2	EOG	microvolts	499.994074099452
F7	EEG	microvolts	499.994074099452
F3	EEG	microvolts	499.994074099452
Fz	EEG	microvolts	499.994074099452
F4	EEG	microvolts	499.994074099452
F8	EEG	microvolts	499.994074099452
FC5	EEG	microvolts	499.994074099452
FC1	EEG	microvolts	499.994074099452
FC2	EEG	microvolts	499.994074099452
FC6	EEG	microvolts	499.994074099452
T7	EEG	microvolts	499.994074099452
C3	EEG	microvolts	499.994074099452
Cz	EEG	microvolts	499.994074099452
C4	EEG	microvolts	499.994074099452
T8	EEG	microvolts	499.994074099452
TP9	EEG	microvolts	499.994074099452
CP5	EEG	microvolts	499.994074099452
CP1	EEG	microvolts	499.994074099452
CP2	EEG	microvolts	499.994074099452
CP6	EEG	microvolts	499.994074099452
TP10	EEG	microvolts	499.994074099452
P7	EEG	microvolts	499.994074099452
P3	EEG	microvolts	499.994074099452
Pz	EEG	microvolts	499.994074099452
P4	EEG	microvolts	499.994074099452
P8	EEG	microvolts	499.994074099452
PO9	EEG	microvolts	499.994074099452
O1	EEG	microvolts	499.994074099452
Oz	EEG	microvolts	499.994074099452
O2	EEG	microvolts	499.994074099452
PO10	EEG	microvolts	499.994074099452
AF7	EEG	microvolts	499.994074099452
AF3	EEG	microvolts	499.994074099452
AF4	EEG	microvolts	499.994074099452
AF8	EEG	microvolts	499.994074099452
F5	EEG	microvolts	499.994074099452
F1	EEG	microvolts	499.994074099452
F2	EEG	microvolts	499.994074099452
F6	EEG	microvolts	499.994074099452
FT9	EEG	microvolts	499.994074099452
FT7	EEG	microvolts	499.994074099452
FC3	EEG	microvolts	499.994074099452
FC4	EEG	microvolts	499.994074099452
FT8	EEG	microvolts	499.994074099452
FT10	EEG	microvolts	499.994074099452
C5	EEG	microvolts	499.994074099452
C1	EEG	microvolts	499.994074099452
C2	EEG	microvolts	499.994074099452
C6	EEG	microvolts	499.994074099452
TP7	EEG	microvolts	499.994074099452
CP3	EEG	microvolts	499.994074099452
CPz	EEG	microvolts	499.994074099452
CP4	EEG	microvolts	499.994074099452
TP8	EEG	microvolts	499.994074099452
P5	EEG	microvolts	499.994074099452
P1	EEG	microvolts	499.994074099452
P2	EEG	microvolts	499.994074099452
P6	EEG	microvolts	499.994074099452
PO7	EEG	microvolts	499.994074099452
PO3	EEG	microvolts	499.994074099452
POz	EEG	microvolts	499.994074099452
PO4	EEG	microvolts	499.994074099452
PO8	EEG	microvolts	499.994074099452
