name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.990375699832
Fp2	EOG	microvolts	499.990375699832
F7	EEG	microvolts	499.990375699832
F3	EEG	microvolts	499.990375699832
Fz	EEG	microvolts	499.990375699832
F4	EEG	microvolts	499.990375699832
F8	EEG	microvolts	499.990375699832
FC5	EEG	microvolts	499.990375699832
FC1	EEG	microvolts	499.990375699832
FC2	EEG	microvolts	499.990375699832
FC6	EEG	microvolts	499.990375699832
T7	EEG	microvolts	499.990375699832
C3	EEG	microvolts	499.990375699832
Cz	EEG	microvolts	499.990375699832
C4	EEG	microvolts	499.990375699832
T8	EEG	microvolts	499.990375699832
TP9	EEG	microvolts	499.990375699832
CP5	EEG	microvolts	499.990375699832
CP1	EEG	microvolts	499.990375699832
CP2	EEG	microvolts	499.990375699832
CP6	EEG	microvolts	499.990375699832
TP10	EEG	microvolts	499.990375699832
P7	EEG	microvolts	499.990375699832
P3	EEG	microvolts	499.990375699832
Pz	EEG	microvolts	499.990375699832
P4	EEG	microvolts	499.990375699832
P8	EEG	microvolts	499.990375699832
PO9	EEG	microvolts	499.990375699832
O1	EEG	microvolts	499.990375699832
Oz	EEG	microvolts	499.990375699832
O2	EEG	microvolts	499.990375699832
PO10	EEG	microvolts	499.990375699832
AF7	EEG	microvolts	499.990375699832
AF3	EEG	microvolts	499.990375699832
AF4	EEG	microvolts	499.990375699832
AF8	EEG	microvolts	499.990375699832
F5	EEG	microvolts	499.990375699832
F1	EEG	microvolts	499.990375699832
F2	EEG	microvolts	499.990375699832
F6	EEG	microvolts	499.990375699832
FT9	EEG	microvolts	499.990375699832
FT7	EEG	microvolts	499.990375699832
FC3	EEG	microvolts	499.990375699832
FC4	EEG	microvolts	499.990375699832
FT8	EEG	microvolts	499.990375699832
FT10	EEG	microvolts	499.990375699832
C5	EEG	microvolts	499.990375699832
C1	EEG	microvolts	499.990375699832
C2	EEG	microvolts	499.990375699832
C6	EEG	microvolts	499.990375699832
TP7	EEG	microvolts	499.990375699832
CP3	EEG	microvolts	499.990375699832
CPz	EEG	microvolts	499.990375699832
CP4	EEG	microvolts	499.990375699832
TP8	EEG	microvolts	499.990375699832
P5	EEG	microvolts	499.990375699832
P1	EEG	microvolts	499.990375699832
P2	EEG	microvolts	499.990375699832
P6	EEG	microvolts	499.990375699832
PO7	EEG	microvolts	499.990375699832
PO3	EEG	microvolts	499.990375699832
POz	EEG	microvolts	499.990375699832
PO4	EEG	microvolts	499.990375699832
PO8	EEG	microvolts	499.990375699832
