name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.991398291928
Fp2	EOG	microvolts	499.991398291928
F7	EEG	microvolts	499.991398291928
F3	EEG	microvolts	499.991398291928
Fz	EEG	microvolts	499.991398291928
F4	EEG	microvolts	499.991398291928
F8	EEG	microvolts	499.991398291928
FC5	EEG	microvolts	499.991398291928
FC1	EEG	microvolts	499.991398291928
FC2	EEG	microvolts	499.991398291928
FC6	EEG	microvolts	499.991398291928
T7	EEG	microvolts	499.991398291928
C3	EEG	microvolts	499.991398291928
Cz	EEG	microvolts	499.991398291928
C4	EEG	microvolts	499.991398291928
T8	EEG	microvolts	499.991398291928
TP9	EEG	microvolts	499.991398291928
CP5	EEG	microvolts	499.991398291928
CP1	EEG	microvolts	499.991398291928
CP2	EEG	microvolts	499.991398291928
CP6	EEG	microvolts	499.991398291928
TP10	EEG	microvolts	499.991398291928
P7	EEG	microvolts	499.991398291928
P3	EEG	microvolts	499.991398291928
Pz	EEG	microvolts	499.991398291928
P4	EEG	microvolts	499.991398291928
P8	EEG	microvolts	499.991398291928
PO9	EEG	microvolts	499.991398291928
O1	EEG	microvolts	499.991398291928
Oz	EEG	microvolts	499.991398291928
O2	EEG	microvolts	499.991398291928
PO10	EEG	microvolts	499.991398291928
AF7	EEG	microvolts	499.991398291928
AF3	EEG	microvolts	499.991398291928
AF4	EEG	microvolts	499.991398291928
AF8	EEG	microvolts	499.991398291928
F5	EEG	microvolts	499.991398291928
F1	EEG	microvolts	499.991398291928
F2	EEG	microvolts	499.991398291928
F6	EEG	microvolts	499.991398291928
FT9	EEG	microvolts	499.991398291928
FT7	EEG	microvolts	499.991398291928
FC3	EEG	microvolts	499.991398291928
FC4	EEG	microvolts	499.991398291928
FT8	EEG	microvolts	499.991398291928
FT10	EEG	microvolts	499.991398291928
C5	EEG	microvolts	499.991398291928
C1	EEG	microvolts	499.991398291928
C2	EEG	microvolts	499.991398291928
C6	EEG	microvolts	499.991398291928
TP7	EEG	microvolts	499.991398291928
CP3	EEG	microvolts	499.991398291928
CPz	EEG	microvolts	499.991398291928
CP4	EEG	microvolts	499.991398291928
TP8	EEG	microvolts	499.991398291928
P5	EEG	microvolts	499.991398291928
P1	EEG	microvolts	499.991398291928
P2	EEG	microvolts	499.991398291928
P6	EEG	microvolts	499.991398291928
PO7	EEG	microvolts	499.991398291928
PO3	EEG	microvolts	499.991398291928
POz	EEG	microvolts	499.991398291928
PO4	EEG	microvolts	499.991398291928
PO8	EEG	microvolts	499.991398291928
