name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.991616394385
Fp2	EOG	microvolts	499.991616394385
F7	EEG	microvolts	499.991616394385
F3	EEG	microvolts	499.991616394385
Fz	EEG	microvolts	499.991616394385
F4	EEG	microvolts	499.991616394385
F8	EEG	microvolts	499.991616394385
FC5	EEG	microvolts	499.991616394385
FC1	EEG	microvolts	499.991616394385
FC2	EEG	microvolts	499.991616394385
FC6	EEG	microvolts	499.991616394385
T7	EEG	microvolts	499.991616394385
C3	EEG	microvolts	499.991616394385
Cz	EEG	microvolts	499.991616394385
C4	EEG	microvolts	499.991616394385
T8	EEG	microvolts	499.991616394385
TP9	EEG	microvolts	499.991616394385
CP5	EEG	microvolts	499.991616394385
CP1	EEG	microvolts	499.991616394385
CP2	EEG	microvolts	499.991616394385
CP6	EEG	microvolts	499.991616394385
TP10	EEG	microvolts	499.991616394385
P7	EEG	microvolts	499.991616394385
P3	EEG	microvolts	499.991616394385
Pz	EEG	microvolts	499.991616394385
P4	EEG	microvolts	499.991616394385
P8	EEG	microvolts	499.991616394385
PO9	EEG	microvolts	499.991616394385
O1	EEG	microvolts	499.991616394385
Oz	EEG	microvolts	499.991616394385
O2	EEG	microvolts	499.991616394385
PO10	EEG	microvolts	499.991616394385
AF7	EEG	microvolts	499.991616394385
AF3	EEG	microvolts	499.991616394385
AF4	EEG	microvolts	499.991616394385
AF8	EEG	microvolts	499.991616394385
F5	EEG	microvolts	499.991616394385
F1	EEG	microvolts	499.991616394385
F2	EEG	microvolts	499.991616394385
F6	EEG	microvolts	499.991616394385
FT9	EEG	microvolts	499.991616394385
FT7	EEG	microvolts	499.991616394385
FC3	EEG	microvolts	499.991616394385
FC4	EEG	microvolts	499.991616394385
FT8	EEG	microvolts	499.991616394385
FT10	EEG	microvolts	499.991616394385
C5	EEG	microvolts	499.991616394385
C1	EEG	microvolts	499.991616394385
C2	EEG	microvolts	499.991616394385
C6	EEG	microvolts	499.991616394385
TP7	EEG	microvolts	499.991616394385
CP3	EEG	microvolts	499.991616394385
CPz	EEG	microvolts	499.991616394385
CP4	EEG	microvolts	499.991616394385
TP8	EEG	microvolts	499.991616394385
P5	EEG	microvolts	499.991616394385
P1	EEG	microvolts	499.991616394385
P2	EEG	microvolts	499.991616394385
P6	EEG	microvolts	499.991616394385
PO7	EEG	microvolts	499.991616394385
PO3	EEG	microvolts	499.991616394385
POz	EEG	microvolts	499.991616394385
PO4	EEG	microvolts	499.991616394385
PO8	EEG	microvolts	499.991616394385
