name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.990965702381
Fp2	EOG	microvolts	499.990965702381
F7	EEG	microvolts	499.990965702381
F3	EEG	microvolts	499.990965702381
Fz	EEG	microvolts	499.990965702381
F4	EEG	microvolts	499.990965702381
F8	EEG	microvolts	499.990965702381
FC5	EEG	microvolts	499.990965702381
FC1	EEG	microvolts	499.990965702381
FC2	EEG	microvolts	499.990965702381
FC6	EEG	microvolts	499.990965702381
T7	EEG	microvolts	499.990965702381
C3	EEG	microvolts	499.990965702381
Cz	EEG	microvolts	499.990965702381
C4	EEG	microvolts	499.990965702381
T8	EEG	microvolts	499.990965702381
TP9	EEG	microvolts	499.990965702381
CP5	EEG	microvolts	499.990965702381
CP1	EEG	microvolts	499.990965702381
CP2	EEG	microvolts	499.990965702381
CP6	EEG	microvolts	499.990965702381
TP10	EEG	microvolts	499.990965702381
P7	EEG	microvolts	499.990965702381
P3	EEG	microvolts	499.990965702381
Pz	EEG	microvolts	499.990965702381
P4	EEG	microvolts	499.990965702381
P8	EEG	microvolts	499.990965702381
PO9	EEG	microvolts	499.990965702381
O1	EEG	microvolts	499.990965702381
Oz	EEG	microvolts	499.990965702381
O2	EEG	microvolts	499.990965702381
PO10	EEG	microvolts	499.990965702381
AF7	EEG	microvolts	499.990965702381
AF3	EEG	microvolts	499.990965702381
AF4	EEG	microvolts	499.990965702381
AF8	EEG	microvolts	499.990965702381
F5	EEG	microvolts	499.990965702381
F1	EEG	microvolts	499.990965702381
F2	EEG	microvolts	499.990965702381
F6	EEG	microvolts	499.990965702381
FT9	EEG	microvolts	499.990965702381
FT7	EEG	microvolts	499.990965702381
FC3	EEG	microvolts	499.990965702381
FC4	EEG	microvolts	499.990965702381
FT8	EEG	microvolts	499.990965702381
FT10	EEG	microvolts	499.990965702381
C5	EEG	microvolts	499.990965702381
C1	EEG	microvolts	499.990965702381
C2	EEG	microvolts	499.990965702381
C6	EEG	microvolts	499.990965702381
TP7	EEG	microvolts	499.990965702381
CP3	EEG	microvolts	499.990965702381
CPz	EEG	microvolts	499.990965702381
CP4	EEG	microvolts	499.990965702381
TP8	EEG	microvolts	499.990965702381
P5	EEG	microvolts	499.990965702381
P1	EEG	microvolts	499.990965702381
P2	EEG	microvolts	499.990965702381
P6	EEG	microvolts	499.990965702381
PO7	EEG	microvolts	499.990965702381
PO3	EEG	microvolts	499.990965702381
POz	EEG	microvolts	499.990965702381
PO4	EEG	microvolts	499.990965702381
PO8	EEG	microvolts	499.990965702381
